type,clients,size,opDistribution,unevenScale,accessDistribution,productsAccessed,initialStock,amountLimit,isolation,noCollision,initialNodes,workers,balanceAlgorithm,balanceDelta,balanceMinmaxK,balanceMinDiff,balanceWindow,adjustAlgorithm,adjustDelta,adjustWindow,tx/s,ar,rt,tx/s_err,rt_err,rt_95,rt_add,rt_sub,balance_time,adjust_time,variation,max_avg_variation,zeros
normal,8,2048,uniform,100,uniform,3,8192,3,4,false,8,all,minmax,100,1,10,1000,linear,1000,100,2624.0833333333335,0.019968503544907312,2.129669124202102,651.1203680324141,0.5552407530227087,3.192039,2.128343298826163,2.130991871114269,0.0,0.0,0.0,0.0,0.0
mrv,8,2048,uniform,100,uniform,3,8192,3,4,false,8,all,minmax,100,1,10,1000,linear,1000,100,2675.266666666667,0.014664988797151723,2.2760640333549302,579.6220866507186,0.7143353993226165,2.763467,2.249535923055812,2.302528756676706,646.1494252873563,2028.5,0.11271985847039552,0.24760346943652983,0.00849516565469905
normal,32,1,uniform,100,uniform,3,8192,3,4,false,8,all,minmax,100,1,10,1000,linear,1000,100,844.95,0.9560451469930327,1.2992587513462335,217.53399504445278,1.4575115922170223,1.47686,1.3073195892779426,1.2912445243489892,0.0,0.0,0.0,0.0,0.0
mrv,32,1,uniform,100,uniform,3,8192,3,4,false,32,all,minmax,100,1,10,1000,linear,1000,100,12042.283333333333,0.06182911232154564,2.5077989887161487,2645.0276891430335,4.88719249795224,3.491252,2.472958561330957,2.5428730977056664,155.79133858267716,54.29032258064516,0.5230007671395728,0.5230007671395728,19.47921568627451
normal,32,2,uniform,100,uniform,3,8192,3,4,false,32,all,minmax,100,1,10,1000,linear,1000,100,724.45,0.9586963214668521,1.4847808403386478,177.37811308050382,1.3453940352499891,1.685721,1.4764691988975653,1.4931204464672534,0.0,0.0,0.0,0.0,0.0
mrv,32,2,uniform,100,uniform,3,8192,3,4,false,32,all,minmax,100,1,10,1000,linear,1000,100,8683.333333333334,0.12809913897698078,3.335609854882917,1500.163807944541,0.9052924041329417,4.531075,3.2844045611276282,3.3872819473734954,336.28859060402687,126.51724137931035,0.5105826460736248,0.5122048101873519,16.50396510705789
normal,32,8,uniform,100,uniform,3,8192,3,4,false,32,all,minmax,100,1,10,1000,linear,1000,100,540.25,0.8975045690543797,2.132787428844671,141.51813664686236,1.0632500647312022,3.893679,2.137408535367121,2.128080277307261,0.0,0.0,0.0,0.0,0.0
mrv,32,8,uniform,100,uniform,3,8192,3,4,false,32,all,minmax,100,1,10,1000,linear,1000,100,7717.216666666666,0.16511060143814327,3.6214185272604764,1267.250541526813,1.0523433806691944,5.294264,3.7978092314664855,3.4477862310481227,330.78145695364236,218.24074074074073,0.35921635882126873,0.38712972350137415,3.7514135702746363
normal,32,32,uniform,100,uniform,3,8192,3,4,false,32,all,minmax,100,1,10,1000,linear,1000,100,1698.4166666666667,0.8262986902302495,2.668920457916687,350.78371351399227,1.921112313836945,5.154206,2.675457521912428,2.662324497969403,0.0,0.0,0.0,0.0,0.0
mrv,32,32,uniform,100,uniform,3,8192,3,4,false,32,all,minmax,100,1,10,1000,linear,1000,100,10646.883333333333,0.12561679854692187,2.710740305698225,2174.3535840183245,0.5960486282505085,3.475965,2.6196322926693183,2.8026559788268446,253.28804347826087,126.70689655172414,0.10412861537303861,0.1158820154651047,0.17540816326530612
normal,32,128,uniform,100,uniform,3,8192,3,4,false,32,all,minmax,100,1,10,1000,linear,1000,100,5333.516666666666,0.6086473728300548,2.5829045401095585,842.73512347198,1.6604755168026328,4.200569,2.5779848056982657,2.5878118376111057,0.0,0.0,0.0,0.0,0.0
mrv,32,128,uniform,100,uniform,3,8192,3,4,false,32,all,minmax,100,1,10,1000,linear,1000,100,10772.983333333334,0.08490525970054585,2.7568014969839676,2460.98450794257,0.5872700282371834,3.494998,2.6924457053226543,2.8215305364602563,159.36,110.30508474576271,0.04798561039715105,0.05759752954408992,0.01782522746967071
normal,32,512,uniform,100,uniform,3,8192,3,4,false,32,all,minmax,100,1,10,1000,linear,1000,100,8165.0,0.2805522961674981,2.5225724971790164,1860.2821210773382,0.666095410232559,3.643757,2.5228490023269416,2.5222969453688875,0.0,0.0,0.0,0.0,0.0
mrv,32,512,uniform,100,uniform,3,8192,3,4,false,32,all,minmax,100,1,10,1000,linear,1000,100,8818.466666666667,0.03066255072410662,3.1102819374721227,1809.7182981521362,1.540658102787973,4.33275,3.0257370728382287,3.1949880215132693,505.462962962963,1732.4166666666667,0.1376009894979172,0.19027030877039308,0.0016265438382193269
normal,32,2048,uniform,100,uniform,3,8192,3,4,false,32,all,minmax,100,1,10,1000,linear,1000,100,2875.4666666666667,0.05010763699629461,4.509656520193824,654.9557013009863,3.0662147899439205,10.48083,4.512536747739686,4.506790547572793,0.0,0.0,0.0,0.0,0.0
mrv,32,2048,uniform,100,uniform,3,8192,3,4,false,32,all,minmax,100,1,10,1000,linear,1000,100,3135.9333333333334,0.00430756204688576,5.10232266147771,711.7801519195843,3.0218468284183393,10.807204,5.075545149466456,5.12926634270208,5994.818181818182,7781.25,0.183605555959036,0.45956283854092345,0.005749853971962617
normal,64,1,uniform,100,uniform,3,8192,3,4,false,32,all,minmax,100,1,10,1000,linear,1000,100,782.5833333333334,0.9695998156112765,1.4333069730806092,230.41776624210212,1.8311136715192835,1.837841,1.4399331518551575,1.4266516601639205,0.0,0.0,0.0,0.0,0.0
mrv,64,1,uniform,100,uniform,3,8192,3,4,false,64,all,minmax,100,1,10,1000,linear,1000,100,19075.75,0.07331419850294918,3.156582017364979,3859.589740762611,1.0766346488156597,4.503245,3.105578152507035,3.2080029931115797,599.6021505376344,105.55932203389831,0.7576914073545059,0.7576914073545059,53.069675376088675
normal,64,2,uniform,100,uniform,3,8192,3,4,false,64,all,minmax,100,1,10,1000,linear,1000,100,696.2,0.9727107207043002,1.5762198157617542,155.8445507549109,1.8639743223640974,1.819003,1.578224923051315,1.574187451771511,0.0,0.0,0.0,0.0,0.0
